"","RawName","CorrectedGenus","CorrectedSpecies"
"16406","Myoporum sandwicense","Myoporum","sandwicense"
"16407","Myracrodruon urundeuva","Myracrodruon","urundeuva"
"16408","Myrceugenia alpigena","Myrceugenia","alpigena"
"16409","Myrceugenia bracteosa","Myrceugenia","bracteosa"
"16410","Myrceugenia campestris","Myrceugenia","campestris"
"16411","Myrceugenia chrysocarpa","Myrceugenia","chrysocarpa"
"16412","Myrceugenia cucullata","Myrceugenia","cucullata"
"16413","Myrceugenia euosma","Myrceugenia","euosma"
"16414","Myrceugenia glaucescens","Myrceugenia","glaucescens"
"16415","Myrceugenia hoehnei","Myrceugenia","hoehnei"
"16416","Myrceugenia kleinii","Myrceugenia","kleinii"
"16417","Myrceugenia mesomischa","Myrceugenia","mesomischa"
"16418","Myrceugenia miersiana","Myrceugenia","miersiana"
"16419","Myrceugenia myrcioides","Myrceugenia","myrcioides"
"16420","Myrceugenia ovalifolia","Myrceugenia","ovalifolia"
"16421","Myrceugenia ovata","Myrceugenia","ovata"
"16422","Myrceugenia oxysepala","Myrceugenia","oxysepala"
"16423","Myrceugenia pilotantha","Myrceugenia","pilotantha"
"16424","Myrceugenia planipes","Myrceugenia","planipes"
"16425","Myrceugenia seriatoramosa","Myrceugenia","seriatoramosa"
"16426","Myrceugenia sppBRi1","Myrceugenia",NA
"16427","Myrceugenia venosa","Myrceugenia","venosa"
"16428","Myrcia acuminata","Myrcia","acuminata"
"16429","Myrcia acuminatissima","Myrcia","acuminatissima"
"16430","Myrcia aethusa","Myrcia","aethusa"
"16431","Myrcia aliena","Myrcia","aliena"
"16432","Myrcia amazonica","Myrcia","amazonica"
"16433","Myrcia amplexicaulis","Myrcia","amplexicaulis"
"16434","Myrcia anacardiifolia","Myrcia","anacardiifolia"
"16435","Myrcia bergiana","Myrcia","bergiana"
"16436","Myrcia brasiliensis","Myrcia","brasiliensis"
"16437","Myrcia citrifolia","Myrcia","citrifolia"
"16438","Myrcia coumeta","Myrcia","coumete"
"16439","Myrcia decorticans","Myrcia","decorticans"
"16440","Myrcia deflexa","Myrcia","deflexa"
"16441","Myrcia diaphana","Myrcia","diaphana"
"16442","Myrcia dichrophylla","Myrcia","dichrophylla"
"16443","Myrcia eximia","Myrcia","eximia"
"16444","Myrcia fallax","Myrcia","fallax"
"16445","Myrcia felisberti","Myrcia","felisberti"
"16446","Myrcia fenestrata","Myrcia","fenestrata"
"16447","Myrcia flagellaris","Myrcia","flagellaris"
"16448","Myrcia floribunda","Myrcia","floribunda"
"16449","Myrcia follii","Myrcia","follii"
"16450","Myrcia fosteri","Myrcia","fosteri"
"16451","Myrcia gatunensis","Myrcia","gatunensis"
"16452","Myrcia gigantea","Myrcia","gigantea"
"16453","Myrcia glabra","Myrcia","glabra"
"16454","Myrcia grandis","Myrcia","grandis"
"16455","Myrcia guianensis","Myrcia","guianensis"
"16456","Myrcia hatschbachii","Myrcia","hatschbachii"
"16457","Myrcia hebepetala","Myrcia","hebepetala"
"16458","Myrcia heringii","Myrcia","heringii"
"16459","Myrcia hirtiflora","Myrcia","hirtiflora"
"16460","Myrcia insularis","Myrcia","insularis"
"16461","Myrcia isaiana","Myrcia","isaiana"
"16462","Myrcia lajeana","Myrcia","lajeana"
"16463","Myrcia laruotteana","Myrcia","laruotteana"
"16464","Myrcia leptoclada","Myrcia","leptoclada"
"16465","Myrcia lineata","Myrcia","lineata"
"16466","Myrcia luschnathiana","Myrcia","luschnathiana"
"16467","Myrcia magnoliifolia","Myrcia","magnoliifolia"
"16468","Myrcia minutiflora","Myrcia","minutiflora"
"16469","Myrcia mollis","Myrcia","mollis"
"16470","Myrcia multiflora","Myrcia","multiflora"
"16471","Myrcia oblongata","Myrcia","oblongata"
"16472","Myrcia obumbrans","Myrcia","obumbrans"
"16473","Myrcia oligantha","Myrcia","oligantha"
"16474","Myrcia paivae","Myrcia","paivae"
"16475","Myrcia paive","Myrcia","paive"
"16476","Myrcia palustris","Myrcia","palustris"
"16477","Myrcia pubiflora","Myrcia","pubiflora"
"16478","Myrcia pubipetala","Myrcia","pubipetala"
"16479","Myrcia pulchra","Myrcia","pulchra"
"16480","Myrcia racemosa","Myrcia","racemosa"
"16481","Myrcia retorta","Myrcia","retorta"
"16482","Myrcia rostrata","Myrcia","rostrata"
"16483","Myrcia rufipila","Myrcia","rufipila"
"16484","Myrcia rupicola","Myrcia","rupicola"
"16485","Myrcia selloi","Myrcia","selloi"
"16486","Myrcia servata","Myrcia","servata"
"16487","Myrcia spectabilis","Myrcia","spectabilis"
"16488","Myrcia splendens","Myrcia","splendens"
"16489","Myrcia sppAllpahua1","Myrcia",NA
"16490","Myrcia sppBOi1","Myrcia",NA
"16491","Myrcia sppBOi2","Myrcia",NA
"16492","Myrcia sppBOi3","Myrcia",NA
"16493","Myrcia sppBOi4","Myrcia",NA
"16494","Myrcia sppBRi1","Myrcia",NA
"16495","Myrcia sppBRii1","Myrcia",NA
"16496","Myrcia sppBRii4","Myrcia",NA
"16497","Myrcia sppBenito1","Myrcia",NA
"16498","Myrcia sppBoraceia1","Myrcia",NA
"16499","Myrcia sppBoraceia2","Myrcia",NA
"16500","Myrcia sppCalima1","Myrcia",NA
"16501","Myrcia sppCampinas1","Myrcia",NA
"16502","Myrcia sppCarajas1","Myrcia",NA
"16503","Myrcia sppCarlosbo1","Myrcia",NA
"16504","Myrcia sppCarlosbo2","Myrcia",NA
"16505","Myrcia sppCarlosbo3","Myrcia",NA
"16506","Myrcia sppCarlosbo4","Myrcia",NA
"16507","Myrcia sppCarlosbo5","Myrcia",NA
"16508","Myrcia sppCutervo1","Myrcia",NA
"16509","Myrcia sppFPnet1","Myrcia",NA
"16510","Myrcia sppGentry1","Myrcia",NA
"16511","Myrcia sppGentry2","Myrcia",NA
"16512","Myrcia sppHuamani1","Myrcia",NA
"16513","Myrcia sppHuamani2","Myrcia",NA
"16514","Myrcia sppIncahuar1","Myrcia",NA
"16515","Myrcia sppIncahuar2","Myrcia",NA
"16516","Myrcia sppIncahuar4","Myrcia",NA
"16517","Myrcia sppIncahuar5","Myrcia",NA
"16518","Myrcia sppIncahuar7","Myrcia",NA
"16519","Myrcia sppIndiana1","Myrcia",NA
"16520","Myrcia sppIndiana2","Myrcia",NA
"16521","Myrcia sppIndiana3","Myrcia",NA
"16522","Myrcia sppJenarohe1","Myrcia",NA
"16523","Myrcia sppKennedy1","Myrcia",NA
"16524","Myrcia sppKennedy2","Myrcia",NA
"16525","Myrcia sppLaplanad1","Myrcia",NA
"16526","Myrcia sppLinhares1","Myrcia",NA
"16527","Myrcia sppLinhares2","Myrcia",NA
"16528","Myrcia sppMadidiri2","Myrcia",NA
"16529","Myrcia sppManaus1","Myrcia",NA
"16530","Myrcia sppMaquipuc1","Myrcia",NA
"16531","Myrcia sppMaquipuc2","Myrcia",NA
"16532","Myrcia sppMaquipuc3","Myrcia",NA
"16533","Myrcia sppMiazi1","Myrcia",NA
"16534","Myrcia sppMishnfl1","Myrcia",NA
"16535","Myrcia sppMishnfl2","Myrcia",NA
"16536","Myrcia sppPE1","Myrcia",NA
"16537","Myrcia sppProviden1","Myrcia",NA
"16538","Myrcia sppRAINFOR1","Myrcia",NA
"16539","Myrcia sppRiotavar1","Myrcia",NA
"16540","Myrcia sppSCA1","Myrcia",NA
"16541","Myrcia sppSCA2","Myrcia",NA
"16542","Myrcia sppSCA3","Myrcia",NA
"16543","Myrcia sppSCA4","Myrcia",NA
"16544","Myrcia sppSCA5","Myrcia",NA
"16545","Myrcia sppSCA6","Myrcia",NA
"16546","Myrcia sppSCA7","Myrcia",NA
"16547","Myrcia sppSR1","Myrcia",NA
"16548","Myrcia sppSacram1","Myrcia",NA
"16549","Myrcia sppSaul1","Myrcia",NA
"16550","Myrcia sppTEAM1","Myrcia",NA
"16551","Myrcia sppTEAM2","Myrcia",NA
"16552","Myrcia sppTEAM3","Myrcia",NA
"16553","Myrcia sppTahuampa1","Myrcia",NA
"16554","Myrcia sppTahuampa2","Myrcia",NA
"16555","Myrcia sppTarapoto1","Myrcia",NA
"16556","Myrcia sppTutunend1","Myrcia",NA
"16557","Myrcia sppYanam11","Myrcia",NA
"16558","Myrcia stigmatosa","Myrcia","stigmatosa"
"16559","Myrcia subobliqua","Myrcia","subobliqua"
"16560","Myrcia subsericea","Myrcia","subsericea"
"16561","Myrcia sylvatica","Myrcia","sylvatica"
"16562","Myrcia tenuifolia","Myrcia","tenuifolia"
"16563","Myrcia tenuivenosa","Myrcia","tenuivenosa"
"16564","Myrcia tijucensis","Myrcia","tijucensis"
"16565","Myrcia tomentosa","Myrcia","tomentosa"
"16566","Myrcia umbellulifera","Myrcia","umbellulifera"
"16567","Myrcia undulata","Myrcia","undulata"
"16568","Myrcia venulosa","Myrcia","venulosa"
"16569","Myrcia vittoriana","Myrcia","vittoriana"
"16570","Myrcianthes fimbriata","Myrcianthes","fimbriata"
"16571","Myrcianthes fragrans","Myrcianthes","fragrans"
"16572","Myrcianthes gigantea","Myrcianthes","gigantea"
"16573","Myrcianthes karsteniana","Myrcianthes","karsteniana"
"16574","Myrcianthes pungens","Myrcianthes","pungens"
"16575","Myrcianthes sppBOi1","Myrcianthes",NA
"16576","Myrcianthes sppCerroayp1","Myrcianthes",NA
"16577","Myrcianthes sppCerroesp1","Myrcianthes",NA
"16578","Myrcianthes sppChirinos1","Myrcianthes",NA
"16579","Myrcianthes sppFPnet1","Myrcianthes",NA
"16580","Myrcianthes sppLinhares1","Myrcianthes",NA
"16581","Myrcianthes sppMaquipuc1","Myrcianthes",NA
"16582","Myrcianthes sppRAINFOR1","Myrcianthes",NA
"16583","Myrcianthes sppSabanaru1","Myrcianthes",NA
"16584","Myrcianthes sppSantacru1","Myrcianthes",NA
"16585","Myrcianthes sppVE1","Myrcianthes",NA
"16586","Myrciaria amazonica","Myrciaria","amazonica"
"16587","Myrciaria baporetii","Myrciaria","baporetii"
"16588","Myrciaria cauliflora","Myrciaria","cauliflora"
"16589","Myrciaria cuspidata","Myrciaria","cuspidata"
"16590","Myrciaria delicatula","Myrciaria","delicatula"
"16591","Myrciaria floribunda","Myrciaria","floribunda"
"16592","Myrciaria plinioides","Myrciaria","plinioides"
"16593","Myrciaria sppCampinas1","Myrciaria",NA
"16594","Myrciaria sppCarlosbo1","Myrciaria",NA
"16595","Myrciaria sppFPnet1","Myrciaria",NA
"16596","Myrciaria sppIndiana1","Myrciaria",NA
"16597","Myrciaria sppJejuimi1","Myrciaria",NA
"16598","Myrciaria sppJejuimi2","Myrciaria",NA
"16599","Myrciaria sppLinhares1","Myrciaria",NA
"16600","Myrciaria sppMadidi1","Myrciaria",NA
"16601","Myrciaria sppMariquit1","Myrciaria",NA
"16602","Myrciaria sppPE1","Myrciaria",NA
"16603","Myrciaria sppPersever1","Myrciaria",NA
"16604","Myrciaria sppPersever2","Myrciaria",NA
"16605","Myrciaria sppRAINFOR1","Myrciaria",NA
"16606","Myrciaria sppSCA1","Myrciaria",NA
"16607","Myrciaria sppTEAM1","Myrciaria",NA
"16608","Myrciaria sppTahuampa1","Myrciaria",NA
"16609","Myrciaria tenella","Myrciaria","tenella"
"16610","Myrianthus arboreus","Myrianthus","arboreus"
"16611","Myrianthus crysophilla","Myrianthus",NA
"16612","Myrianthus gabonensis","Myrianthus",NA
"16613","Myrianthus holstii","Myrianthus","holstii"
"16614","Myrianthus libericus","Myrianthus","libericus"
"16615","Myrianthus preussii","Myrianthus","preussii"
"16616","Myrianthus serratus","Myrianthus","serratus"
"16617","Myrianthus sppGA1","Myrianthus",NA
"16618","Myrica cerifera","Myrica","cerifera"
"16619","Myrica esculenta","Myrica","esculenta"
"16620","Myrica faya","Myrica","faya"
"16621","Myrica javanica","Myrica","javanica"
"16622","Myrica pubescens","Myrica","pubescens"
"16623","Myrica rubra","Myrica","rubra"
"16624","Myrica salicifolia","Myrica","salicifolia"
"16625","Myrica sppAchupall1","Myrica",NA
"16626","Myrica sppBenito1","Myrica",NA
"16627","Myrica sppElpargo1","Myrica",NA
"16628","Myrica sppSietecue1","Myrica",NA
"16629","Myriocarpa longipes","Myriocarpa","longipes"
"16630","Myriocarpa sppCerroelp1","Myriocarpa",NA
"16631","Myriocarpa sppCerroolu1","Myriocarpa",NA
"16632","Myriocarpa sppCueva1","Myriocarpa",NA
"16633","Myriocarpa sppCuyas1","Myriocarpa",NA
"16634","Myriocarpa sppLagenoa1","Myriocarpa",NA
"16635","Myriocarpa stipitata","Myriocarpa","stipitata"
"16636","Myriocarpa yzabalensis","Myriocarpa","yzabalensis"
"16637","Myristica castaneifolia","Myristica","castaneifolia"
"16638","Myristica chartacea","Myristica","chartacea"
"16639","Myristica cinnamomea","Myristica","cinnamomea"
"16640","Myristica elliptica","Myristica","elliptica"
"16641","Myristica fatua","Myristica","fatua"
"16642","Myristica gigantea","Myristica","gigantea"
"16643","Myristica gillespieana","Myristica","gillespieana"
"16644","Myristica globosa","Myristica","globosa"
"16645","Myristica grandifolia","Myristica","grandifolia"
"16646","Myristica hypargyraea","Myristica","hypargyraea"
"16647","Myristica iners","Myristica","iners"
"16648","Myristica inutilis","Myristica","inutilis"
"16649","Myristica kajewskii","Myristica","kajewskii"
"16650","Myristica macrantha","Myristica","macrantha"
"16651","Myristica maingayi","Myristica","maingayi"
"16652","Myristica maxima","Myristica","maxima"
"16653","Myristica philippensis","Myristica","philippensis"
"16654","Myristica sppBaitete1","Myristica",NA
"16655","Myristica sppBaitete2","Myristica",NA
"16656","Myristica sppBaitete3","Myristica",NA
"16657","Myristica sppBaitete4","Myristica",NA
"16658","Myristica sppGenting2","Myristica",NA
"16659","Myristica sppNadugani1","Myristica",NA
"16660","Myristica sppPacific1","Myristica",NA
"16661","Myristica sppPacific2","Myristica",NA
"16662","Myristica sppPacific3","Myristica",NA
"16663","Myristica sppPalanan1","Myristica",NA
"16664","Myristica sppTEAM1","Myristica",NA
"16665","Myristica sppVarirata1","Myristica",NA
"16666","Myristica sppVarirata2","Myristica",NA
"16667","Myristica sppVarirata3","Myristica",NA
"16668","Myristica sppVarirata4","Myristica",NA
"16669","Myristica sppVarirata5","Myristica",NA
"16670","Myristica sppVarirata6","Myristica",NA
"16671","Myristica sppVarirata7","Myristica",NA
"16672","Myristica sppVarirata8","Myristica",NA
"16673","Myristica sppVarirata9","Myristica",NA
"16674","Myristica villosa","Myristica","villosa"
"16675","Myristicaceae sppPacific1","Myristicaceae",NA
"16676","Myristicaceae sppPacific2","Myristicaceae",NA
"16677","Myristicaceae sppPacific3","Myristicaceae",NA
"16678","Myrocarpus frondosus","Myrocarpus","frondosus"
"16679","Myrocarpus sppFPnet1","Myrocarpus",NA
"16680","Myrospermum frutescens","Myrospermum","frutescens"
"16681","Myroxylon balsamiferum","Myroxylon","balsamiferum"
"16682","Myroxylon balsamum","Myroxylon","balsamum"
"16683","Myroxylon peruiferum","Myroxylon","peruiferum"
"16684","Myroxylon sppCarajas1","Myroxylon",NA
"16685","Myroxylon sppChaquima1","Myroxylon",NA
"16686","Myroxylon sppDureno1","Myroxylon",NA
"16687","Myroxylon sppDureno2","Myroxylon",NA
"16688","Myroxylon sppEncanto1","Myroxylon",NA
"16689","Myroxylon sppTarapoto1","Myroxylon",NA
"16690","Myrrhinium atropurpureum","Myrrhinium","atropurpureum"
"16691","Myrrhinium loranthoides","Myrrhinium","loranthoides"
"16692","Myrsinaceae sppSCA1","Myricaceae",NA
"16693","Myrsine acrantha","Myrsine","acrantha"
"16694","Myrsine andina","Myrsine","andina"
"16695","Myrsine arborea","Myrsine","arborea"
"16696","Myrsine asymmetrica","Myrsine","asymmetrica"
"16697","Myrsine australis","Myrsine","australis"
"16698","Myrsine citrifolia","Myrsine","citrifolia"
"16699","Myrsine coriacea","Myrsine","coriacea"
"16700","Myrsine cubana","Myrsine","cubana"
"16701","Myrsine dependens","No","suitable"
"16702","Myrsine divaricata","Myrsine","divaricata"
"16703","Myrsine ferruginea","Myrsine","ferruginea"
"16704","Myrsine gardneri","Myrsine",NA
"16705","Myrsine gardneriana","Myrsine","gardneriana"
"16706","Myrsine guianensis","Myrsine","guianensis"
"16707","Myrsine hermogenesii","Myrsine","hermogenesii"
"16708","Myrsine laetevirens","Myrsine","laetevirens"
"16709","Myrsine lanceolata","Myrsine","lanceolata"
"16710","Myrsine lancifolia","Myrsine","lancifolia"
"16711","Myrsine lessertiana","No","suitable"
"16712","Myrsine lineata","Myrsine","lineata"
"16713","Myrsine loefgrenii","Myrsine","loefgrenii"
"16714","Myrsine modesta","Myrsine","modesta"
"16715","Myrsine ovicarpa","Myrsine","ovicarpa"
"16716","Myrsine palauensis","Myrsine","palauensis"
"16717","Myrsine parvicarpa","Myrsine","parvicarpa"
"16718","Myrsine parvifolia","Myrsine","parvifolia"
"16719","Myrsine parvula","Myrsine","parvula"
"16720","Myrsine pellucida","Myrsine","pellucida"
"16721","Myrsine pellucidopunctata","Myrsine","pellucidopunctata"
"16722","Myrsine reynelii","Myrsine","reynelii"
"16723","Myrsine salicina","Myrsine","salicina"
"16724","Myrsine sandwicensis","Myrsine","sandwicensis"
"16725","Myrsine sppAchupall1","Myrsine",NA
"16726","Myrsine sppAchupall2","Myrsine",NA
"16727","Myrsine sppAltosapa1","Myrsine",NA
"16728","Myrsine sppBRi1","Myrsine",NA
"16729","Myrsine sppCampano1","Myrsine",NA
"16730","Myrsine sppCarpanta1","Myrsine",NA
"16731","Myrsine sppCarpanta2","Myrsine",NA
"16732","Myrsine sppCarpanta3","Myrsine",NA
"16733","Myrsine sppCarpanta4","Myrsine",NA
"16734","Myrsine sppCerroesp1","Myrsine",NA
"16735","Myrsine sppCerroesp2","Myrsine",NA
"16736","Myrsine sppCutervo1","Myrsine",NA
"16737","Myrsine sppFPnet1","Myrsine",NA
"16738","Myrsine sppFincam1","Myrsine",NA
"16739","Myrsine sppNeusa1","Myrsine",NA
"16740","Myrsine sppRAINFOR1","Myrsine",NA
"16741","Myrsine sppRiachuel1","No","suitable"
"16742","Myrsine sppSietecue1","Myrsine",NA
"16743","Myrsine sppSietecue2","Myrsine",NA
"16744","Myrsine sppSietecue3","Myrsine",NA
"16745","Myrsine sppUS1","Myrsine",NA
"16746","Myrsine sppUcumari1","Myrsine",NA
"16747","Myrsine umbellata","Myrsine","umbellata"
"16748","Myrsine venosa","Myrsine","venosa"
"16749","Myrsine youngii","Myrsine","youngii"
"16750","Myrtaceae sp51","Myrtaceae",NA
"16751","Myrtaceae sp53","Myrtaceae",NA
"16752","Myrtaceae sp59","Myrtaceae",NA
"16753","Myrtaceae sppBRi1","Myrtaceae",NA
"16754","Myrtaceae sppBRii1","Myrtaceae",NA
"16755","Myrtaceae sppBRii10","Myrtaceae",NA
"16756","Myrtaceae sppBRii11","Myrtaceae",NA
"16757","Myrtaceae sppBRii12","Myrtaceae",NA
"16758","Myrtaceae sppBRii13","Myrtaceae",NA
"16759","Myrtaceae sppBRii14","Myrtaceae",NA
"16760","Myrtaceae sppBRii15","Myrtaceae",NA
"16761","Myrtaceae sppBRii16","Myrtaceae",NA
"16762","Myrtaceae sppBRii17","Myrtaceae",NA
"16763","Myrtaceae sppBRii18","Myrtaceae",NA
"16764","Myrtaceae sppBRii19","Myrtaceae",NA
"16765","Myrtaceae sppBRii2","Myrtaceae",NA
"16766","Myrtaceae sppBRii20","Myrtaceae",NA
"16767","Myrtaceae sppBRii3","Myrtaceae",NA
"16768","Myrtaceae sppBRii4","Myrtaceae",NA
"16769","Myrtaceae sppBRii5","Myrtaceae",NA
"16770","Myrtaceae sppBRii6","Myrtaceae",NA
"16771","Myrtaceae sppBRii7","Myrtaceae",NA
"16772","Myrtaceae sppBRii8","Myrtaceae",NA
"16773","Myrtaceae sppBRii9","Myrtaceae",NA
"16774","Myrtaceae sppGF1","Myrtaceae",NA
"16775","Myrtaceae sppGF2","Myrtaceae",NA
"16776","Myrtaceae sppGF3","Myrtaceae",NA
"16777","Myrtaceae sppIN1","Myrtaceae",NA
"16778","Myrtaceae sppNC1","Myrtaceae",NA
"16779","Myrtaceae sppSCA1","Myrtaceae",NA
"16780","Myrtaceae sppSCA10","Myrtaceae",NA
"16781","Myrtaceae sppSCA11","Myrtaceae",NA
"16782","Myrtaceae sppSCA12","Myrtaceae",NA
"16783","Myrtaceae sppSCA13","Myrtaceae",NA
"16784","Myrtaceae sppSCA14","Myrtaceae",NA
"16785","Myrtaceae sppSCA15","Myrtaceae",NA
"16786","Myrtaceae sppSCA16","Myrtaceae",NA
"16787","Myrtaceae sppSCA17","Myrtaceae",NA
"16788","Myrtaceae sppSCA18","Myrtaceae",NA
"16789","Myrtaceae sppSCA19","Myrtaceae",NA
"16790","Myrtaceae sppSCA2","Myrtaceae",NA
"16791","Myrtaceae sppSCA20","Myrtaceae",NA
"16792","Myrtaceae sppSCA21","Myrtaceae",NA
"16793","Myrtaceae sppSCA22","Myrtaceae",NA
"16794","Myrtaceae sppSCA23","Myrtaceae",NA
"16795","Myrtaceae sppSCA24","Myrtaceae",NA
"16796","Myrtaceae sppSCA25","Myrtaceae",NA
"16797","Myrtaceae sppSCA26","Myrtaceae",NA
"16798","Myrtaceae sppSCA27","Myrtaceae",NA
"16799","Myrtaceae sppSCA28","Myrtaceae",NA
