,ID_AE,Latitude,Longitude,Family,Genus,Species,Substitute_equation,Unit_X,Min_X,Max_X,Output_TR,Unit_Y,Ecoregion_WWF,Veg_Component
2988,45514,27.16425,85.06692,Fabaceae,Acacia,auriculiformis,log Biomass=(-1.8825)+2.3043*(log((DBH)^(1))),cm,2,10,log,kg,"Tropical and subtropical grasslands, savannas, and shrublands","Branches,Stump and Trunk"
2989,45515,15.1469,76.90245,Fabaceae,Acacia,nilotica,Biomass=6.9319*(DBH)-43.731,cm,6,11,NA,kg,Tropical and subtropical dry broadleaf forests,"Bark,Branches,Stump and Trunk"
2990,45524,0.62,123.98,Magnoliaceae,Elmerrillia,celebica,(-1.190)+(2.71*(log((DBH)))),cm,7.5,50,log,kg,Tropical and subtropical moist broadleaf forests,Total tree biomass
2991,45527,2.166666667,117.3333333,Unknown,All,All,(-1.201)+2.196*(log((DBH))),cm,6.5,135,Log,kg,Tropical and subtropical moist broadleaf forests,Total aboveground biomass
2992,45527,2.35,118,Unknown,All,All,(-1.201)+2.196*(log((DBH))),cm,6.5,135,Log,kg,Mangroves,Total aboveground biomass
2997,45602,-7.09,107.67,Fabaceae - Mimosoideae,Paraserianthes,falcataria,0.148*((DBH)^2.299),cm,2,30,NA,kg,Tropical and subtropical moist broadleaf forests,Total tree biomass
2998,45612,50.1365,9.574,Pinaceae,Picea,abies,Biomass=-283.17413+26.32334*(DBH)^2,cm,17,38,NA,kg,Temperate broadleaf and mixed forests,Complete tree (aboveground - excluded fruits)
3000,45624,47.4356,-65.5454,Salicaceae,Populus,tremuloides,log10 Biomass=-0.7891+2.0673*(LOG10((DBH)^(1))),cm,1,15,log10,kg,Temperate broadleaf and mixed forests,Whole tree (above stump)
3001,45633,44.8831,-68.6719,Cupressaceae,Thuja,occidentalis,log Biomass=7.1296+0.4755*(log((DBH))),in,0.1,1,log,g,Temperate broadleaf and mixed forests,Whole tree (aboveground)
3002,45637,-3.106409,-60.02643,Fabaceae,Machaerium,madeirensis,log Biomass=-7.093+2.56*LOG((DBH)),mm,3,75,log,kg,Tropical and subtropical moist broadleaf forests,Stem+bark+leaves+branches
3003,45640,44.8831,-68.6719,Oleaceae,Fraxinus,americana,log Biomass=7.1148+1.3707*(log((DBH))),in,0.1,1,log,g,Temperate broadleaf and mixed forests,Whole tree (aboveground)
3004,45641,-3.106409,-60.02643,Fabaceae,Bauhinia,guianensis,log Biomass=-7.114+2.276*LOG((DBH)),mm,1,138,log,kg,Tropical and subtropical moist broadleaf forests,Stem+bark+leaves+branches
3015,45757,35.212,-83.4217,Betulaceae,Betula,lenta,Biomass=0+0*(DBH^2)+3.80734*((DBH^2)^(1.16711)),in2,142,342,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3016,45757,35.8022,-82.3452,Betulaceae,Betula,lenta,Biomass=0+0*(DBH^2)+3.80734*((DBH^2)^(1.16711)),in2,142,342,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3017,45757,34.766,-84.1435,Betulaceae,Betula,lenta,Biomass=0+0*(DBH^2)+3.80734*((DBH^2)^(1.16711)),in2,142,342,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3018,45764,42.35,128.133,Pinaceae,Abies,Nephrolepis,exp(-3.503+3.015*log((DBH))),cm,3.4,9.9,NA,kg,Temperate broadleaf and mixed forests,total biomass
3020,45795,35.212,-83.4217,Betulaceae,Betula,lenta,Biomass=0+0*(DBH^2)+4.29408*((DBH^2)^(1.14203)),in2,34,110,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3021,45795,35.8022,-82.3452,Betulaceae,Betula,lenta,Biomass=0+0*(DBH^2)+4.29408*((DBH^2)^(1.14203)),in2,34,110,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3022,45795,34.766,-84.1435,Betulaceae,Betula,lenta,Biomass=0+0*(DBH^2)+4.29408*((DBH^2)^(1.14203)),in2,34,110,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3023,45796,33.2404,-83.5433,Fagaceae,Quercus,coccinea,Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622)),in2,26,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3024,45796,33.3415,-83.0448,Fagaceae,Quercus,coccinea,Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622)),in2,26,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3025,45796,33.4156,-83.6376,Fagaceae,Quercus,coccinea,Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622)),in2,26,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3026,45796,33.6177,-83.3412,Fagaceae,Quercus,coccinea,Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622)),in2,26,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3027,45796,33.6244,-83.6713,Fagaceae,Quercus,coccinea,Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622)),in2,26,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3028,45796,33.5331,-84.4072,Fagaceae,Quercus,coccinea,Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622)),in2,26,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3029,45796,36.0875,-79.178,Fagaceae,Quercus,coccinea,Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622)),in2,26,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3030,45796,36.2155,-78.9153,Fagaceae,Quercus,coccinea,Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622)),in2,26,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3031,45796,36.5119,-78.6054,Fagaceae,Quercus,coccinea,Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622)),in2,26,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3032,45796,33.7952,-84.4316,Fagaceae,Quercus,coccinea,Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622)),in2,26,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3033,45796,33.3415,-83.3278,Fagaceae,Quercus,coccinea,Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622)),in2,26,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3034,45796,32.8901,-83.0314,Fagaceae,Quercus,coccinea,Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622)),in2,26,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3035,45796,34.0847,-85.3184,Fagaceae,Quercus,coccinea,Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622)),in2,26,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3036,45796,36.815,-78.9759,Fagaceae,Quercus,coccinea,Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622)),in2,26,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3037,45796,32.9709,-82.6339,Fagaceae,Quercus,coccinea,Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622)),in2,26,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3038,45796,34.6416,-81.7177,Fagaceae,Quercus,coccinea,Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622)),in2,26,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3039,45796,34.3924,-81.2562,Fagaceae,Quercus,coccinea,Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622)),in2,26,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3040,45796,34.8606,-81.364,Fagaceae,Quercus,coccinea,Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622)),in2,26,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3041,45796,35.1806,-81.4988,Fagaceae,Quercus,coccinea,Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622)),in2,26,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3042,45796,35.0425,-80.3973,Fagaceae,Quercus,coccinea,Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622)),in2,26,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3043,45796,37.3068,-79.1376,Fagaceae,Quercus,coccinea,Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622)),in2,26,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3044,45796,33.5031,-82.836,Fagaceae,Quercus,coccinea,Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622)),in2,26,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3045,45805,47.05,-84.4167,Betulaceae,Betula,alleghaniensis,Biomass=0+0*(DBH)+0.31683*((DBH)^(2.1307)),cm,5,60,NA,kg,Temperate broadleaf and mixed forests,Whole tree (above stump)
3046,45823,34.7378,-82.8413,Pinaceae,Pinus,taeda,log10 Biomass=-1.1575+2.5641*(LOG10((DBH)^(1))),cm,13,39,log10,kg,Temperate broadleaf and mixed forests,Whole tree (above stump)
3047,45845,17.383333,-89.666667,Combretaceae,Terminalia,amazonia,Biomass=0.0018*(DBH)^(2)-0.0807*(DBH)+1.1748,cm,50,70,NA,Mg,Tropical and subtropical moist broadleaf forests,Stem+bark+leaves+branches
3048,45845,17.51694445,-89.1725,Combretaceae,Terminalia,amazonia,Biomass=0.0018*(DBH)^(2)-0.0807*(DBH)+1.1748,cm,50,70,NA,Mg,Tropical and subtropical moist broadleaf forests,Stem+bark+leaves+branches
3050,45912,-7.09,107.67,Fabaceae,Acacia,mangium,0.1995*((DBH)^2.1479),cm,1.4,18.9,NA,kg,Tropical and subtropical moist broadleaf forests,Aboveground biomass
3063,45927,6.088611,-73.132361,Clusiaceae,Clusia,cruciata,Biomass=153.505-1205.82/(DBH),cm,20,30,NA,kg,Tropical and subtropical moist broadleaf forests,Stem+bark+leaves+branches
3074,45939,33.1088,-88.5894,Pinaceae,Pinus,taeda,log10 Biomass=0.2745+2.3763*(log10((DBH)^(1))),in,4,12,log10,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
3075,45939,33.3887,-88.9027,Pinaceae,Pinus,taeda,log10 Biomass=0.2745+2.3763*(log10((DBH)^(1))),in,4,12,log10,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
3076,45939,33.165,-89.0179,Pinaceae,Pinus,taeda,log10 Biomass=0.2745+2.3763*(log10((DBH)^(1))),in,4,12,log10,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
3078,46051,1.05,116.3166667,Piperaceae,Piper,aduncum,(-2.42)+(2.39*(log(DBH))),cm,3.2,8.3,log,kg,Tropical and subtropical moist broadleaf forests,Aboveground biomass
3079,46059,4.83776,-73.90108,Ericaceae,Cavendishia,cordifolia,Biomass=0.018*(DBH)^(3.199),cm,10,50,NA,kg,Montane grasslands,Stem+bark+leaves+branches
3080,46069,19.390722,-98.719417,Betulaceae,Alnus,jorullensis,(0.0143*(DBH)^2.8355),cm,7.5,49.5,NA,kg,NA,Whole tree (aboveground)
3083,46094,6.088611,-73.132361,Violaceae,Viola,macrocarpa,Biomass=-297.408+98.2304*SQRT((DBH)),cm,20,30,NA,kg,Tropical and subtropical moist broadleaf forests,Stem+bark+leaves+branches
3087,46151,7.115675,-75.11279722,Unknown,unknown,unknown,log Biomass=0.028+1.841*log((DBH))+0.133,cm,1,11,log,kg,Tropical and subtropical moist broadleaf forests,Stem+bark+leaves+branches
3088,46168,24.456389,-99.898333,Fagaceae,Quercus,sp,(4371.4*Exp(-70.972/(DBH)) + 1.3),cm,5,40.6,NA,kg,NA,Whole tree (aboveground)
3089,46168,NA,NA,Fagaceae,Quercus,sp,(4371.4*Exp(-70.972/(DBH)) + 1.3),cm,5,40.6,NA,kg,NA,Whole tree (aboveground)
3095,46171,4.83776,-73.90108,Winteraceae,granatensis,granatensis,Biomass=exp(7.65789-52.355/(DBH)),cm,10,50,NA,kg,Montane grasslands,Stem+bark+leaves+branches
3096,46185,44.9658,-63.3932,Urticaceae,Betula,populifolia,log Biomass=-2.0045+0*(DBH)+2.3634*(LOG((DBH)^(1))),cm,1,34,log,kg,Temperate broadleaf and mixed forests,Whole tree (aboveground)
3105,46254,6.088611,-73.132361,Unknown,unknown,unknown,Biomass=exp(2.470+0.108*(DBH)),cm,20,30,NA,kg,Tropical and subtropical moist broadleaf forests,Stem+bark+leaves+branches
3106,46281,18.520833,-98.922222,Convolvulaceae,Ipomoea,arborescens,(Exp(-4.005)*(DBH)^2.653),cm,8,32.4,NA,kg,NA,Whole tree (aboveground)
3107,46282,16.227667,-91.271167,Mimosaceae,Inga,vera,(Exp(-4.04)*(DBH)^3.42),cm,0,37.6,NA,kg,NA,Whole tree (aboveground)
3108,46287,18.520833,-98.922222,Caesalpiniaceae,Conzattia,multiflora,(Exp(-3.739)*(DBH)^2.819),cm,4.9,25.2,NA,kg,NA,Whole tree (aboveground)
3111,46351,35.212,-83.4217,Fagaceae,Quercus,alba,Biomass=0+0*(DBH^2)+1.73738*((DBH^2)^(1.33404)),in2,26,106,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3112,46351,35.8022,-82.3452,Fagaceae,Quercus,alba,Biomass=0+0*(DBH^2)+1.73738*((DBH^2)^(1.33404)),in2,26,106,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3113,46351,34.766,-84.1435,Fagaceae,Quercus,alba,Biomass=0+0*(DBH^2)+1.73738*((DBH^2)^(1.33404)),in2,26,106,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3114,46355,30.0684,-83.3669,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422)),in2,125,400,NA,lb,Temperate coniferous forests,Whole tree (above stump)
3115,46355,34.1901,-78.2818,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422)),in2,125,400,NA,lb,Temperate coniferous forests,Whole tree (above stump)
3116,46355,34.8324,-77.345,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422)),in2,125,400,NA,lb,Temperate coniferous forests,Whole tree (above stump)
3117,46355,35.2406,-77.1309,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422)),in2,125,400,NA,lb,Temperate coniferous forests,Whole tree (above stump)
3118,46355,36.1506,-76.9703,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422)),in2,125,400,NA,lb,Temperate coniferous forests,Whole tree (above stump)
3119,46355,30.684,-88.7733,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422)),in2,125,400,NA,lb,Temperate coniferous forests,Whole tree (above stump)
3120,46355,32.3166,-88.0774,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422)),in2,125,400,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
3121,46355,31.8884,-87.3012,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422)),in2,125,400,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
3122,46355,31.7278,-88.0774,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422)),in2,125,400,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
3123,46355,30.684,-86.2574,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422)),in2,125,400,NA,lb,Temperate coniferous forests,Whole tree (above stump)
3124,46355,35.6956,-76.5957,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422)),in2,125,400,NA,lb,Temperate coniferous forests,Whole tree (above stump)
3125,46355,33.8957,-79.0847,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422)),in2,125,400,NA,lb,Temperate coniferous forests,Whole tree (above stump)
3126,46355,31.1925,-87.8633,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422)),in2,125,400,NA,lb,Temperate coniferous forests,Whole tree (above stump)
3127,46355,29.3726,-82.564,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422)),in2,125,400,NA,lb,Temperate coniferous forests,Whole tree (above stump)
3128,46355,33.4942,-79.4862,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422)),in2,125,400,NA,lb,Temperate coniferous forests,Whole tree (above stump)
3129,46355,36.7929,-76.8365,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422)),in2,125,400,NA,lb,Temperate coniferous forests,Whole tree (above stump)
3130,46355,29.8276,-82.9387,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422)),in2,125,400,NA,lb,Temperate coniferous forests,Whole tree (above stump)
3131,46355,29.3726,-81.6808,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422)),in2,125,400,NA,lb,Temperate coniferous forests,Whole tree (above stump)
3132,46355,29.9882,-81.7343,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422)),in2,125,400,NA,lb,Temperate coniferous forests,Whole tree (above stump)
3133,46355,30.3896,-81.7343,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422)),in2,125,400,NA,lb,Temperate coniferous forests,Whole tree (above stump)
3134,46355,31.0587,-82.1358,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422)),in2,125,400,NA,lb,Temperate coniferous forests,Whole tree (above stump)
3135,46355,32.2096,-81.3061,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422)),in2,125,400,NA,lb,Temperate coniferous forests,Whole tree (above stump)
3136,46355,31.7546,-90.7806,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422)),in2,125,400,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
3137,46355,32.7716,-80.6905,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422)),in2,125,400,NA,lb,Temperate coniferous forests,Whole tree (above stump)
3138,46355,32.9054,-80.1285,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422)),in2,125,400,NA,lb,Temperate coniferous forests,Whole tree (above stump)
3139,46355,33.2266,-81.092,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422)),in2,125,400,NA,lb,Temperate coniferous forests,Whole tree (above stump)
3140,46355,31.1658,-88.7465,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422)),in2,125,400,NA,lb,Temperate coniferous forests,Whole tree (above stump)
3141,46355,31.1658,-81.7343,Altingiaceae,Liquidambar,styraciflua,Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422)),in2,125,400,NA,lb,Temperate coniferous forests,Whole tree (above stump)
3143,46367,36.0359,-84.3804,Juglandaceae,Carya,spp.,log10 Biomass=0.190053+2.709369*(log10((DBH)^(1))),in,2,28,log10,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
3144,46368,4.83776,-73.90108,Unknown,unknown,unknown,Biomass=0.190024*(DBH)^(2.20292),cm,10,50,NA,kg,Montane grasslands,Stem+bark+leaves+branches
3145,46373,45.9232,-67.6283,Betulaceae,Betula,papyrifera,log Biomass=-2.2308+0*(DBH)+2.4313*(LOG((DBH)^(1))),cm,3,33,log,kg,Temperate broadleaf and mixed forests,Whole tree (aboveground)
3146,46377,44.9658,-63.3932,Pinaceae,Abies,balsamea,log Biomass=-2.2304+0*(DBH)+2.3263*(LOG((DBH)^(1))),cm,2,28,log,kg,Temperate broadleaf and mixed forests,Whole tree (aboveground)
3148,46384,44.387336,-89.710708,Pinaceae,Pinus,resinosa,Biomass=0+0*(DBH)+0.305*((DBH)^(2.014)),cm,13,30,NA,kg,Temperate broadleaf and mixed forests,Whole tree (above stump)
3150,46406,35.068,-83.4171,Juglandaceae,Carya,spp.,log10 Biomass=-1.326+2.762*(LOG10((DBH)^(1))),cm,8,52,log10,kg,Temperate broadleaf and mixed forests,Whole tree (aboveground)
3151,46442,12.76,121.47,Fabaceae,Pterocarpus,indicus,0.063*((DBH)^2.540),cm,2,30,NA,kg,Tropical and subtropical moist broadleaf forests,Total aboveground woody biomass
3152,46446,-7.09,107.67,Dipterocarpaceae,Shorea,leprosula,0.06261*((DBH)^2.5930),cm,9.9,20,NA,kg,Tropical and subtropical moist broadleaf forests,Total tree biomass
3153,46452,6.088611,-73.132361,Juglandaceae,Alfaroa,colombiana,Biomass=0.0625003*(DBH)^(2.42058),cm,20,30,NA,kg,Tropical and subtropical moist broadleaf forests,Stem+bark+leaves+branches
3154,46453,-6.6833,37.95,Unknown,All,All,log Biomass=0.0625+(2.553*log((DBH))),cm,1,50,log,kg,"Tropical and subtropical grasslands, savannas, and shrublands",total
3155,46453,-6.8221,37.6612,Unknown,All,All,log Biomass=0.0625+(2.553*log((DBH))),cm,1,50,log,kg,"Tropical and subtropical grasslands, savannas, and shrublands",total
3156,46471,6.088611,-73.132361,Fagaceae,Quercus,humboldtii,Biomass=0.0708868*(DBH)^(2.539),cm,20,30,NA,kg,Tropical and subtropical moist broadleaf forests,Stem+bark+leaves+branches
3157,46473,1.05,116.3166667,Fabaceae,Acacia,mangium,0.071*((DBH)^2.715),cm,9,21,NA,kg,Tropical and subtropical moist broadleaf forests,Aboveground biomass
3158,46474,6.088611,-73.132361,Fagaceae,Quercus,humboldtii,Biomass=0.071*(DBH)^(2.539),cm,20,30,NA,kg,Tropical and subtropical moist broadleaf forests,Stem+bark+leaves+branches
3163,46493,6.088611,-73.132361,Myristicaceae,Compsoneura,rigidifolia,Biomass=0.269*(DBH)^(1.977),cm,20,30,NA,kg,Tropical and subtropical moist broadleaf forests,Stem+bark+leaves+branches
3164,46494,6.088611,-73.132361,Myristicaceae,Compsoneura,rigidifolia,Biomass=0.268736*(DBH)^(1.97707),cm,20,30,NA,kg,Tropical and subtropical moist broadleaf forests,Stem+bark+leaves+branches
3165,46503,44.8831,-68.6719,Pinaceae,Picea,spp.,log Biomass=8.0767+0.9967*(log((DBH))),in,0.1,1,log,g,Temperate broadleaf and mixed forests,Whole tree (aboveground)
3171,46552,51.0453,-114.0581,Salicaceae,Populus,tremuloides,log10 Biomass=-1.1115+2.3466*(LOG10((DBH)^(1))),cm,4,33,log10,kg,"Temperate grasslands, savannas, and shrublands",Whole tree (aboveground)
3172,46567,57.575924,-103.345058,Pinaceae,Picea,mariana,Biomass=1.51752+(-0.9688*(DBH))+0.29833*((DBH)^(2))+0.00092*((DBH)^(3)),cm,5,35,NA,kg,Boreal forest/taigas,Whole tree (aboveground)
3173,46587,44.063,-71.3001,Aceraceae,Acer,rubrum,log Biomass=5.02+0*(DBH)+2.33*(log((DBH)^(1))),cm,0,27,log,g,Temperate broadleaf and mixed forests,Stem + branches (live)
3174,46587,43.1617,-71.0187,Aceraceae,Acer,rubrum,log Biomass=5.02+0*(DBH)+2.33*(log((DBH)^(1))),cm,0,27,log,g,Temperate broadleaf and mixed forests,Stem + branches (live)
3175,46599,2.166666667,117.3333333,Dipterocarpaceae,Shorea,unknown,(-2.193)+2.371*(log((DBH))),cm,6.5,135,Log,kg,Tropical and subtropical moist broadleaf forests,Total aboveground biomass
3176,46599,2.35,118,Dipterocarpaceae,Shorea,unknown,(-2.193)+2.371*(log((DBH))),cm,6.5,135,Log,kg,Mangroves,Total aboveground biomass
3177,46615,6.088611,-73.132361,Melastomataceae,Blakea,granatensis,Biomass=11.1518*(DBH)^(0.746581),cm,20,30,NA,kg,Tropical and subtropical moist broadleaf forests,Stem+bark+leaves+branches
3179,46666,42.35,128.133,Pinaceae,Abies,Nephrolepis,exp(-2.911+2.713*log((DBH))),cm,11.1,19.9,NA,kg,Temperate broadleaf and mixed forests,total biomass
3181,46671,42.35,128.133,Pinaceae,Abies,Nephrolepis,exp(-2.943+2.608*log((DBH))),cm,3.4,35.6,NA,kg,Temperate broadleaf and mixed forests,above ground biomass
3182,46685,42.35,128.133,Pinaceae,Abies,Nephrolepis,exp(-3.616+2.898*log((DBH))),cm,11.1,19.9,NA,kg,Temperate broadleaf and mixed forests,above ground biomass
3183,46689,47.4356,-65.5454,Betulaceae,Betula,papyrifera,log10 Biomass=-0.5012+1.7284*(LOG10((DBH)^(1))),cm,1,15,log10,kg,Temperate broadleaf and mixed forests,Whole tree (above stump)
3184,46745,-3.106409,-60.02643,Unknown,Unknown,unknown,log Biomass=-1.4452+LOG((DBH)),cm,4.5,120,log,kg,Tropical and subtropical moist broadleaf forests,Stem+bark+branches
