"","ID_list","ID","LAT","LON","Ecoregion_WWF","Equations","DBH5","DBH6","DBH7","DBH8","DBH9","DBH10","DBH11","DBH12","DBH13","DBH14","DBH15","DBH16","DBH17","DBH18","DBH19","DBH20","DBH21","DBH22","DBH23","DBH24","DBH25","DBH30","DBH35","DBH40","DBH45","DBH50","DBH55","DBH60","DBH65","DBH70","DBH75","DBH80","DBH85","DBH90","DBH95","DBH100","DBH110","DBH120","DBH130","DBH140","DBH150","DBH160","DBH170","DBH180","DBH190","DBH200","DBH210","DBH220","DBH230","DBH240","DBH250","DBH260","DBH270","DBH280","DBH290","DBH300"
"1837","ID1837",43254,36.1506,-76.9703,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.80526*((DBH^2)^(1.27313))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.0740912169,651.612989876366,915.487266904655,1235.66267986211,1615.8848084428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1838","ID1838",43254,30.684,-88.7733,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.80526*((DBH^2)^(1.27313))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.0740912169,651.612989876366,915.487266904655,1235.66267986211,1615.8848084428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1839","ID1839",43254,32.3166,-88.0774,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+1.80526*((DBH^2)^(1.27313))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.0740912169,651.612989876366,915.487266904655,1235.66267986211,1615.8848084428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1840","ID1840",43254,31.8884,-87.3012,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+1.80526*((DBH^2)^(1.27313))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.0740912169,651.612989876366,915.487266904655,1235.66267986211,1615.8848084428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1841","ID1841",43254,31.7278,-88.0774,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+1.80526*((DBH^2)^(1.27313))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.0740912169,651.612989876366,915.487266904655,1235.66267986211,1615.8848084428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1842","ID1842",43254,30.684,-86.2574,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.80526*((DBH^2)^(1.27313))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.0740912169,651.612989876366,915.487266904655,1235.66267986211,1615.8848084428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1843","ID1843",43254,35.6956,-76.5957,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.80526*((DBH^2)^(1.27313))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.0740912169,651.612989876366,915.487266904655,1235.66267986211,1615.8848084428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1844","ID1844",43254,33.8957,-79.0847,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.80526*((DBH^2)^(1.27313))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.0740912169,651.612989876366,915.487266904655,1235.66267986211,1615.8848084428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1845","ID1845",43254,31.1925,-87.8633,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.80526*((DBH^2)^(1.27313))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.0740912169,651.612989876366,915.487266904655,1235.66267986211,1615.8848084428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1846","ID1846",43254,29.3726,-82.564,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.80526*((DBH^2)^(1.27313))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.0740912169,651.612989876366,915.487266904655,1235.66267986211,1615.8848084428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1847","ID1847",43254,33.4942,-79.4862,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.80526*((DBH^2)^(1.27313))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.0740912169,651.612989876366,915.487266904655,1235.66267986211,1615.8848084428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1848","ID1848",43254,36.7929,-76.8365,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.80526*((DBH^2)^(1.27313))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.0740912169,651.612989876366,915.487266904655,1235.66267986211,1615.8848084428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1849","ID1849",43254,29.8276,-82.9387,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.80526*((DBH^2)^(1.27313))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.0740912169,651.612989876366,915.487266904655,1235.66267986211,1615.8848084428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1850","ID1850",43254,29.3726,-81.6808,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.80526*((DBH^2)^(1.27313))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.0740912169,651.612989876366,915.487266904655,1235.66267986211,1615.8848084428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1851","ID1851",43254,29.9882,-81.7343,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.80526*((DBH^2)^(1.27313))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.0740912169,651.612989876366,915.487266904655,1235.66267986211,1615.8848084428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1852","ID1852",43254,30.3896,-81.7343,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.80526*((DBH^2)^(1.27313))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.0740912169,651.612989876366,915.487266904655,1235.66267986211,1615.8848084428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1853","ID1853",43254,31.0587,-82.1358,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.80526*((DBH^2)^(1.27313))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.0740912169,651.612989876366,915.487266904655,1235.66267986211,1615.8848084428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1854","ID1854",43254,32.2096,-81.3061,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.80526*((DBH^2)^(1.27313))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.0740912169,651.612989876366,915.487266904655,1235.66267986211,1615.8848084428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1855","ID1855",43254,31.7546,-90.7806,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+1.80526*((DBH^2)^(1.27313))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.0740912169,651.612989876366,915.487266904655,1235.66267986211,1615.8848084428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1856","ID1856",43254,32.7716,-80.6905,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.80526*((DBH^2)^(1.27313))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.0740912169,651.612989876366,915.487266904655,1235.66267986211,1615.8848084428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1857","ID1857",43254,32.9054,-80.1285,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.80526*((DBH^2)^(1.27313))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.0740912169,651.612989876366,915.487266904655,1235.66267986211,1615.8848084428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1858","ID1858",43254,33.2266,-81.092,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.80526*((DBH^2)^(1.27313))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.0740912169,651.612989876366,915.487266904655,1235.66267986211,1615.8848084428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1859","ID1859",43254,31.1658,-88.7465,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.80526*((DBH^2)^(1.27313))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.0740912169,651.612989876366,915.487266904655,1235.66267986211,1615.8848084428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1860","ID1860",43254,31.1658,-81.7343,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.80526*((DBH^2)^(1.27313))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.0740912169,651.612989876366,915.487266904655,1235.66267986211,1615.8848084428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1861","ID1861",43255,41.312521,-101.879768,"Temperate grasslands, savannas, and shrublands","Biomass=0+0*(DBH^2)+1.79951*((DBH^2)^(1.22938))",4.31546952280304,6.75640592906832,9.87010613720895,13.7059802725575,18.3097274008766,23.7240355406307,29.9890870282592,37.1429374118327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1862","ID1862",43274,45.9232,-67.6283,"Temperate broadleaf and mixed forests","log Biomass=-2.4684+0*(DBH)+2.3503*(LOG((DBH)^(1)))",3.7220028561664,5.71315997072076,8.2076990583458,11.2336243559234,14.8164333181763,18.9796194715574,23.7450303379831,29.1331324597903,35.1632138420681,41.8535425372866,49.2214934897425,57.2836517867282,66.0558979713153,75.5534794495914,85.7910709361237,96.7828261303767,108.542422286651,121.083098958094,134.417691915027,148.558663028757,163.518126753799,250.995298058225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1863","ID1863",43275,22.001,-159.4302,"Tropical and subtropical moist broadleaf forests","log Biomass=-2.462+0*(DBH)+2.443*(LOG((DBH)^(1)))",4.34861246248659,6.78876054264652,9.89330725959711,13.7093171596026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1864","ID1864",43275,19.4412,-155.0916,"Tropical and subtropical moist broadleaf forests","log Biomass=-2.462+0*(DBH)+2.443*(LOG((DBH)^(1)))",4.34861246248659,6.78876054264652,9.89330725959711,13.7093171596026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1865","ID1865",43293,-7.09,107.67,"Tropical and subtropical moist broadleaf forests","0.7601*((DBH)^0.1297)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1866","ID1866",43297,4.83776,-73.90108,"Montane grasslands","Biomass=0.169*(DBH)^(2.314)",NA,NA,NA,NA,NA,NA,43.4179563879349,53.1021503441006,63.9074695620696,75.8624700729075,88.99423579545,103.32855225119,118.890049721778,135.702322779388,153.788031236121,173.168986262465,193.866224511924,215.900072432588,239.290202465691,264.055682473424,290.215019467905,442.532619053891,632.208250545749,861.099871746454,1130.8902543893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1867","ID1867",43301,4.83776,-73.90108,"Montane grasslands","Biomass=0.168733*(DBH)^(2.31442)",NA,NA,NA,NA,NA,NA,43.3930409825374,53.0736171896558,63.8752777500123,75.8266163172255,88.9547533728989,103.285510025796,118.84355124316,135.652505446105,153.735065516618,173.113074967302,193.8076021119,215.839004418103,239.226984743347,263.990640796362,290.148508896844,442.465081301654,632.152691491501,861.072487815168,1130.91023429777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1869","ID1869",43322,4.83776,-73.90108,"Montane grasslands","Biomass=-189.868+19.1607*(DBH)",NA,NA,NA,NA,NA,NA,20.8997,40.0604,59.2211,78.3818,97.5425,116.7032,135.8639,155.0246,174.1853,193.346,212.5067,231.6674,250.8281,269.9888,289.1495,384.953,480.7565,576.56,672.3635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1873","ID1873",43343,47.6011,-93.6598,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH)+0.153*((DBH)^(2.248))",5.70132765450928,8.58964947707321,12.1470781269433,16.399768651365,21.3711844208586,27.0826670622566,33.5538367371298,40.8028850587228,48.8467964973776,57.7015201768018,67.3821060965354,77.902815133185,89.277209259353,101.518226537712,114.638244193688,128.649132211323,143.562299294488,159.38873260411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1874","ID1874",43344,45.6995,-64.0138,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH)+0.1545*((DBH)^(2.3064))",6.32459764147242,9.63067057347027,13.742400564909,18.6988642942055,24.5354149635238,31.2844470858971,38.9759377339563,47.6378452886521,57.2964126558079,67.976403824799,79.7012923763942,92.4934144019723,106.37409445405,121.363750655637,137.481983427751,154.747651147409,173.178935240906,192.793396636897,213.608025078958,235.639282481222,258.903141271964,394.240235564841,562.557632368887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1890","ID1890",43347,45.6995,-64.0138,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH)+0.1444*((DBH)^(2.2604))",5.48932559065104,8.28896449920326,11.744290979162,15.8822416594389,20.7270245389712,26.300693079793,32.6235500619618,39.7144435400469,47.5909908317173,56.2697525191045,65.7663705652521,76.0956799530019,87.2718003293808,99.308212248377,112.217821344092,126.013012901906,140.705698688591,156.307357467415,172.829070306799,190.281551555345,208.675176178507,315.102665827385,446.455935013615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1891","ID1891",43348,47.5923,-93.6745,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH)+0.1447*((DBH)^(2.282))",5.69531934998927,8.63395308556543,12.2738908948445,16.6463829530388,21.7796019225572,27.6992832350551,34.4291767827144,41.9913787548551,50.4065833405089,59.6942786523644,69.8729025303888,80.9599686901288,92.9721704400902,105.925467094448,119.835156805519,134.715938578098,150.581965551363,167.446891148604,185.323909340165,204.225790001293,224.164910147631,339.828058570286,483.094183227817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1892","ID1892",43348,47.2798,-94.4712,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH)+0.1447*((DBH)^(2.282))",5.69531934998927,8.63395308556543,12.2738908948445,16.6463829530388,21.7796019225572,27.6992832350551,34.4291767827144,41.9913787548551,50.4065833405089,59.6942786523644,69.8729025303888,80.9599686901288,92.9721704400902,105.925467094448,119.835156805519,134.715938578098,150.581965551363,167.446891148604,185.323909340165,204.225790001293,224.164910147631,339.828058570286,483.094183227817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1893","ID1893",43348,48.5715,-93.3679,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH)+0.1447*((DBH)^(2.282))",5.69531934998927,8.63395308556543,12.2738908948445,16.6463829530388,21.7796019225572,27.6992832350551,34.4291767827144,41.9913787548551,50.4065833405089,59.6942786523644,69.8729025303888,80.9599686901288,92.9721704400902,105.925467094448,119.835156805519,134.715938578098,150.581965551363,167.446891148604,185.323909340165,204.225790001293,224.164910147631,339.828058570286,483.094183227817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1894","ID1894",43348,47.0686,-93.3817,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH)+0.1447*((DBH)^(2.282))",5.69531934998927,8.63395308556543,12.2738908948445,16.6463829530388,21.7796019225572,27.6992832350551,34.4291767827144,41.9913787548551,50.4065833405089,59.6942786523644,69.8729025303888,80.9599686901288,92.9721704400902,105.925467094448,119.835156805519,134.715938578098,150.581965551363,167.446891148604,185.323909340165,204.225790001293,224.164910147631,339.828058570286,483.094183227817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1895","ID1895",43348,46.7219,-92.4917,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH)+0.1447*((DBH)^(2.282))",5.69531934998927,8.63395308556543,12.2738908948445,16.6463829530388,21.7796019225572,27.6992832350551,34.4291767827144,41.9913787548551,50.4065833405089,59.6942786523644,69.8729025303888,80.9599686901288,92.9721704400902,105.925467094448,119.835156805519,134.715938578098,150.581965551363,167.446891148604,185.323909340165,204.225790001293,224.164910147631,339.828058570286,483.094183227817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1896","ID1896",43348,44.2308,-85.6761,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH)+0.1447*((DBH)^(2.282))",5.69531934998927,8.63395308556543,12.2738908948445,16.6463829530388,21.7796019225572,27.6992832350551,34.4291767827144,41.9913787548551,50.4065833405089,59.6942786523644,69.8729025303888,80.9599686901288,92.9721704400902,105.925467094448,119.835156805519,134.715938578098,150.581965551363,167.446891148604,185.323909340165,204.225790001293,224.164910147631,339.828058570286,483.094183227817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1897","ID1897",43348,46.6365,-89.1778,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH)+0.1447*((DBH)^(2.282))",5.69531934998927,8.63395308556543,12.2738908948445,16.6463829530388,21.7796019225572,27.6992832350551,34.4291767827144,41.9913787548551,50.4065833405089,59.6942786523644,69.8729025303888,80.9599686901288,92.9721704400902,105.925467094448,119.835156805519,134.715938578098,150.581965551363,167.446891148604,185.323909340165,204.225790001293,224.164910147631,339.828058570286,483.094183227817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1898","ID1898",43348,43.5102,-85.747,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH)+0.1447*((DBH)^(2.282))",5.69531934998927,8.63395308556543,12.2738908948445,16.6463829530388,21.7796019225572,27.6992832350551,34.4291767827144,41.9913787548551,50.4065833405089,59.6942786523644,69.8729025303888,80.9599686901288,92.9721704400902,105.925467094448,119.835156805519,134.715938578098,150.581965551363,167.446891148604,185.323909340165,204.225790001293,224.164910147631,339.828058570286,483.094183227817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1914","ID1914",43367,-7.09,107.67,"Tropical and subtropical moist broadleaf forests","(-0.902)+(2.33*(log(DBH)))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1916","ID1916",43391,16.5,-92.233333,NA,"(0.084*(DBH)^2.475)",NA,NA,NA,NA,NA,NA,31.7487171575926,39.3779288584636,48.0052883874902,57.6694984480146,68.4077257347834,80.25576580003,93.2481805122242,107.418414081827,122.798892052445,139.421106559886,157.315690381939,176.512481735836,197.040581362164,218.928403120135,242.20371908003,380.324577507012,556.990381873989,775.135744952663,1037.48125247992,1346.57344825163,1704.81376209981,2114.48023892334,2577.74435075062,3096.6843201744,3673.29589059374,4309.50117904308,5007.15605732717,5768.05638226675,6593.94331123557,7486.50788032347,9478.20683752193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1917","ID1917",43393,NA,NA,NA,"(0.0841*(DBH)^2.41)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1918","ID1918",43395,NA,NA,NA,"(0.0819*(DBH)^2.4293)",NA,NA,NA,NA,NA,NA,27.7420884345591,34.2719568838475,41.6280902572025,49.8393923659888,58.933522148908,68.9370310749507,79.8754773260357,91.7735218792694,104.655010246417,118.543042683691,133.460035014962,149.427771726457,166.467452633565,184.599734152636,203.844766007244,317.434821660104,461.624023424294,638.510787090993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
